34	77	41	86	78	61	57	1	1	1	1	1	1	1	7	0	0	434	0	188356	0	0	0
1	39	72	77	10	89	33	1	1	1	1	1	1	1	7	0	0	321	0	103041	0	0	0
34	6	50	37	48	79	100	1	1	1	1	1	1	1	7	0	0	354	0	125316	0	0	0
16	61	53	28	14	83	1	1	1	1	1	1	1	1	7	0	0	256	0	65536	0	0	0
15	14	10	43	21	46	40	1	1	1	1	1	1	1	7	0	0	189	0	35721	0	0	0
49	8	25	52	78	54	43	1	1	1	1	1	1	1	7	0	0	309	0	95481	0	0	0
49	18	51	92	45	20	60	1	1	1	1	1	1	1	7	0	0	335	0	112225	0	0	0
78	75	54	23	0	79	51	1	1	1	1	1	1	1	7	0	0	360	0	129600	0	0	0
45	63	5	70	8	14	42	1	1	1	1	1	1	1	7	0	0	247	0	61009	0	0	0
29	16	83	90	75	28	83	1	1	2	1	1	1	2	5	2	1	238	166	56644	27556	0	0
12	65	17	68	74	71	66	1	1	1	1	1	1	1	7	0	0	373	0	139129	0	0	0
63	71	71	40	10	85	32	1	2	2	1	1	1	1	5	2	1	230	142	52900	20164	0	0
42	97	21	32	69	63	12	1	1	1	1	1	1	1	7	0	0	336	0	112896	0	0	0
23	52	16	24	72	37	76	1	1	1	1	1	1	1	7	0	0	300	0	90000	0	0	0
39	1	83	64	95	44	70	1	1	1	1	1	1	1	7	0	0	396	0	156816	0	0	0
52	47	58	34	87	79	82	1	1	1	1	1	1	1	7	0	0	439	0	192721	0	0	0
92	49	44	48	100	91	23	1	1	1	1	1	1	1	7	0	0	447	0	199809	0	0	0
3	4	51	44	23	71	84	1	1	1	1	1	1	1	7	0	0	280	0	78400	0	0	0
87	93	61	31	14	91	72	1	1	1	1	1	1	1	7	0	0	449	0	201601	0	0	0
49	15	61	14	50	30	40	1	1	1	1	1	1	1	7	0	0	259	0	67081	0	0	0
20	43	97	30	85	12	69	1	1	1	1	1	1	1	7	0	0	356	0	126736	0	0	0
42	16	47	51	49	47	49	1	1	2	1	2	2	2	3	4	0	109	192	11881	36864	1	0
7	69	61	32	47	77	55	1	1	1	1	1	1	1	7	0	0	348	0	121104	0	0	0
92	54	90	75	81	65	23	1	1	1	1	1	1	1	7	0	0	480	0	230400	0	0	0
72	91	49	95	21	85	76	1	1	1	1	1	1	1	7	0	0	489	0	239121	0	0	0
64	25	18	33	46	17	71	1	1	1	1	1	1	1	7	0	0	274	0	75076	0	0	0
82	58	45	7	68	31	82	2	1	1	1	1	1	2	5	2	1	209	164	43681	26896	0	0
90	21	7	98	29	65	96	1	1	1	1	1	1	1	7	0	0	406	0	164836	0	0	0
4	39	97	18	65	56	24	1	1	1	1	1	1	1	7	0	0	303	0	91809	0	0	0
59	1	38	35	69	76	81	1	1	1	1	1	1	1	7	0	0	359	0	128881	0	0	0
61	78	62	77	97	30	47	1	1	1	1	1	1	1	7	0	0	452	0	204304	0	0	0
100	85	65	25	73	95	71	1	1	1	1	1	1	1	7	0	0	514	0	264196	0	0	0
78	3	86	58	24	99	60	1	1	1	1	1	1	1	7	0	0	408	0	166464	0	0	0
3	65	2	36	85	26	63	1	1	1	1	1	1	1	7	0	0	280	0	78400	0	0	0
7	30	44	62	72	21	63	1	1	1	1	1	1	1	7	0	0	299	0	89401	0	0	0
75	54	15	61	50	85	58	1	1	1	1	1	1	1	7	0	0	398	0	158404	0	0	0
13	8	42	34	85	78	59	1	1	1	1	1	1	1	7	0	0	319	0	101761	0	0	0
95	77	96	20	85	51	57	1	1	1	1	1	1	1	7	0	0	481	0	231361	0	0	0
100	6	7	62	34	11	75	1	1	1	1	1	1	1	7	0	0	295	0	87025	0	0	0
4	94	27	19	74	69	9	1	1	1	1	1	1	1	7	0	0	296	0	87616	0	0	0
88	66	58	31	33	7	15	1	1	1	1	1	1	1	7	0	0	298	0	88804	0	0	0
88	15	55	23	72	21	49	1	1	1	1	1	1	1	7	0	0	323	0	104329	0	0	0
29	73	59	29	31	84	41	2	1	1	2	1	1	1	5	2	1	288	58	82944	3364	0	0
91	42	68	52	100	99	0	1	1	1	1	1	1	1	7	0	0	452	0	204304	0	0	0
97	89	75	32	10	13	45	1	1	1	1	1	1	1	7	0	0	361	0	130321	0	0	0
0	31	61	99	9	10	5	1	1	1	1	1	1	1	7	0	0	215	0	46225	0	0	0
69	66	9	68	67	82	47	1	1	1	1	1	1	1	7	0	0	408	0	166464	0	0	0
38	89	43	37	64	36	49	1	1	1	1	1	1	1	7	0	0	356	0	126736	0	0	0
14	12	33	84	39	43	81	1	1	1	1	1	1	1	7	0	0	306	0	93636	0	0	0
68	28	92	10	21	71	22	1	1	1	1	1	1	1	7	0	0	312	0	97344	0	0	0
8	52	13	53	8	22	56	2	1	1	1	2	1	1	5	2	1	196	16	38416	256	0	0
46	69	18	3	12	78	57	1	1	1	1	1	1	1	7	0	0	283	0	80089	0	0	0
51	14	88	44	24	55	98	1	1	1	1	1	1	1	7	0	0	374	0	139876	0	0	0
8	85	79	97	57	96	97	1	1	1	2	1	1	2	5	2	1	325	194	105625	37636	0	0
91	63	37	94	74	64	73	1	1	1	1	1	1	1	7	0	0	496	0	246016	0	0	0
76	75	10	57	89	5	56	1	1	1	1	1	1	1	7	0	0	368	0	135424	0	0	0
74	97	19	88	48	64	53	1	1	1	1	1	1	1	7	0	0	443	0	196249	0	0	0
94	49	28	27	86	97	51	1	1	1	1	1	1	1	7	0	0	432	0	186624	0	0	0
65	22	4	39	73	57	44	1	1	1	1	1	1	1	7	0	0	304	0	92416	0	0	0
41	39	41	44	99	64	3	2	1	2	1	1	1	1	5	2	1	249	82	62001	6724	0	0
11	37	96	65	92	42	86	1	1	1	1	1	1	1	7	0	0	429	0	184041	0	0	0
18	60	72	41	17	69	95	1	1	1	1	1	1	1	7	0	0	372	0	138384	0	0	0
63	25	6	68	25	11	100	1	2	1	1	2	1	1	5	2	1	248	50	61504	2500	0	0
45	61	77	59	84	50	5	1	1	1	1	1	1	1	7	0	0	381	0	145161	0	0	0
6	51	66	73	45	21	75	1	1	1	1	1	1	1	7	0	0	337	0	113569	0	0	0
11	43	76	75	57	89	47	1	1	1	1	1	1	1	7	0	0	398	0	158404	0	0	0
97	10	98	73	0	30	30	1	1	1	1	1	2	2	5	2	1	278	60	77284	3600	0	0
30	59	67	75	39	80	77	1	1	1	1	1	1	1	7	0	0	427	0	182329	0	0	0
1	78	30	40	72	33	38	1	1	1	1	1	1	1	7	0	0	292	0	85264	0	0	0
5	62	30	89	81	18	79	1	1	1	1	1	1	1	7	0	0	364	0	132496	0	0	0
79	63	33	61	46	78	27	1	1	1	1	1	1	1	7	0	0	387	0	149769	0	0	0
99	51	4	11	4	64	93	1	1	2	1	2	1	1	5	2	1	318	8	101124	64	0	0
51	77	92	69	90	43	12	1	1	1	1	1	1	1	7	0	0	434	0	188356	0	0	0
54	77	21	96	9	82	58	1	1	1	1	1	1	1	7	0	0	397	0	157609	0	0	0
52	10	78	12	81	6	19	1	1	1	1	1	1	1	7	0	0	258	0	66564	0	0	0
5	1	66	12	40	43	3	1	1	1	1	1	1	1	7	0	0	170	0	28900	0	0	0
63	33	62	82	11	29	3	1	1	1	1	1	1	1	7	0	0	283	0	80089	0	0	0
79	34	31	68	87	40	84	1	1	1	1	1	1	1	7	0	0	423	0	178929	0	0	0
16	49	63	88	38	68	39	1	1	1	1	1	1	1	7	0	0	361	0	130321	0	0	0
83	23	27	30	59	38	22	1	1	1	1	1	1	1	7	0	0	282	0	79524	0	0	0
8	65	66	71	54	20	54	1	1	1	1	2	1	2	5	2	1	230	108	52900	11664	0	0
39	86	57	57	76	76	100	1	1	2	2	2	2	1	3	4	0	225	266	50625	70756	1	0
52	53	35	93	47	56	45	1	1	1	1	1	1	1	7	0	0	381	0	145161	0	0	0
84	83	31	20	15	69	4	1	1	1	1	1	1	1	7	0	0	306	0	93636	0	0	0
55	7	44	11	87	69	96	1	1	1	1	1	1	1	7	0	0	369	0	136161	0	0	0
2	1	5	21	97	97	75	1	1	1	1	2	2	1	5	2	1	104	194	10816	37636	1	1
69	13	60	8	77	49	56	1	1	1	1	1	1	1	7	0	0	332	0	110224	0	0	0
25	84	9	23	23	9	24	1	1	2	2	2	2	1	3	4	0	133	64	17689	4096	0	0
76	50	54	5	0	70	16	1	1	1	1	1	1	1	7	0	0	271	0	73441	0	0	0
2	36	14	43	53	50	72	1	1	1	1	1	1	1	7	0	0	270	0	72900	0	0	0
21	0	97	16	26	38	8	1	1	1	1	1	1	1	7	0	0	206	0	42436	0	0	0
39	70	29	76	33	83	85	1	1	1	1	1	1	1	7	0	0	415	0	172225	0	0	0
100	73	97	81	47	76	28	1	1	1	1	1	1	1	7	0	0	502	0	252004	0	0	0
83	31	70	23	50	78	76	1	1	1	1	1	1	1	7	0	0	411	0	168921	0	0	0
22	57	83	81	74	22	51	2	1	1	1	1	2	1	5	2	1	346	44	119716	1936	0	0
99	77	42	76	82	24	65	1	1	1	1	1	1	1	7	0	0	465	0	216225	0	0	0
94	44	88	40	63	66	63	1	1	1	1	2	1	2	5	2	1	332	126	110224	15876	0	0
75	99	14	67	90	61	1	1	1	1	1	1	1	1	7	0	0	407	0	165649	0	0	0
3	10	96	5	34	80	82	1	1	1	1	1	1	1	7	0	0	310	0	96100	0	0	0
34	63	73	10	10	71	6	1	1	1	2	2	1	1	5	2	1	247	20	61009	400	0	0
82	93	41	9	68	84	61	1	1	1	1	1	1	1	7	0	0	438	0	191844	0	0	0
23	30	83	37	78	11	4	1	1	1	1	1	1	1	7	0	0	266	0	70756	0	0	0
71	22	31	9	94	0	90	1	1	1	1	1	1	1	7	0	0	317	0	100489	0	0	0
74	54	84	39	92	55	3	1	1	1	1	1	1	1	7	0	0	401	0	160801	0	0	0
33	62	30	82	93	90	73	1	1	1	1	1	1	1	7	0	0	463	0	214369	0	0	0
100	49	63	97	14	38	39	1	1	1	1	1	1	1	7	0	0	400	0	160000	0	0	0
2	85	1	55	56	1	90	1	1	2	1	1	2	1	5	2	1	288	2	82944	4	0	0
42	62	67	57	65	29	16	1	1	1	1	1	1	1	7	0	0	338	0	114244	0	0	0
38	37	5	92	73	74	41	1	1	1	1	1	1	1	7	0	0	360	0	129600	0	0	0
94	58	54	80	63	88	92	1	1	1	1	1	1	1	7	0	0	529	0	279841	0	0	0
36	48	11	9	100	59	79	1	1	1	1	1	1	1	7	0	0	342	0	116964	0	0	0
93	85	94	12	89	48	84	1	1	1	1	1	1	1	7	0	0	505	0	255025	0	0	0
2	65	19	54	2	86	57	2	1	1	1	2	1	1	5	2	1	281	4	78961	16	0	0
37	55	22	59	96	95	13	1	1	1	1	1	1	1	7	0	0	377	0	142129	0	0	0
91	42	76	57	77	22	62	1	1	1	1	1	1	1	7	0	0	427	0	182329	0	0	0
26	87	48	51	58	40	53	1	1	1	1	1	1	1	7	0	0	363	0	131769	0	0	0
63	6	0	14	43	15	64	1	1	1	1	1	1	1	7	0	0	205	0	42025	0	0	0
